last,x,y
0.0049000049000049,-1999.901999902,0.098000098000098
0.005000005000005,-1999.8999999,0.1000001000001
0.0051000051000051,-1999.8979998979999,0.102000102000102
0.0052000052000052005,-1999.895999896,0.104000104000104
0.0053000053000053,-1999.893999894,0.106000106000106
0.0054000054000054,-1999.8919998919998,0.108000108000108
0.0055000055000055,-1999.88999989,0.11000011000011
0.0056000056000056,-1999.887999888,0.112000112000112
0.0057000057000057,-1999.8859998859998,0.114000114000114
0.0058000058000058,-1999.8839998839999,0.116000116000116
0.0059000059000059,-1999.881999882,0.118000118000118
0.006000006000006,-1999.8799998799998,0.12000012000012
0.0061000061000061005,-1999.8779998779999,0.122000122000122
0.0062000062000062,-1999.875999876,0.124000124000124
0.0063000063000063005,-1999.8739998739998,0.126000126000126
0.0064000064000064,-1999.8719998719998,0.128000128000128
0.0065000065000065,-1999.86999987,0.13000013000013
0.0066000066000066,-1999.867999868,0.132000132000132
0.0067000067000067,-1999.8659998659998,0.134000134000134
0.0068000068000068,-1999.8639998639999,0.136000136000136
0.0069000069000069,-1999.861999862,0.138000138000138
0.007000007000007,-1999.8599998599998,0.14000014000014
0.0071000071000071,-1999.8579998579999,0.142000142000142
0.0072000072000072005,-1999.855999856,0.144000144000144
0.0073000073000073,-1999.8539998539998,0.146000146000146
0.007400007400007401,-1999.8519998519998,0.148000148000148
0.0075000075000075,-1999.84999985,0.15000015000015
0.0076000076000076,-1999.8479998479997,0.152000152000152
0.0077000077000077,-1999.8459998459998,0.154000154000154
0.0078000078000078,-1999.8439998439999,0.156000156000156
0.0079000079000079,-1999.841999842,0.158000158000158
0.008000008000008,-1999.8399998399998,0.16000016000015999
0.0081000081000081,-1999.8379998379999,0.162000162000162
0.008200008200008201,-1999.835999836,0.164000164000164
0.0083000083000083,-1999.8339998339998,0.166000166000166
0.0084000084000084,-1999.8319998319998,0.168000168000168
0.0085000085000085,-1999.82999983,0.17000017000017
0.0086000086000086,-1999.8279998279997,0.172000172000172
0.0087000087000087,-1999.8259998259998,0.174000174000174
0.0088000088000088,-1999.8239998239999,0.176000176000176
0.0089000089000089,-1999.8219998219997,0.178000178000178
0.009000009000009,-1999.8199998199998,0.18000018000018
0.009100009100009101,-1999.8179998179999,0.182000182000182
0.0092000092000092,-1999.8159998159997,0.184000184000184
0.0093000093000093,-1999.8139998139998,0.186000186000186
0.0094000094000094,-1999.8119998119998,0.188000188000188
0.009500009500009501,-1999.80999981,0.19000019000019
0.0096000096000096,-1999.8079998079997,0.192000192000192
0.0097000097000097,-1999.8059998059998,0.194000194000194
0.0098000098000098,-1999.803999804,0.196000196000196
0.0099000099000099,-1999.8019998019997,0.198000198000198
0.01000001000001,-1999.7999997999998,0.2000002000002
0.0101000101000101,-1999.7979997979999,0.202000202000202
0.0102000102000102,-1999.7959997959997,0.204000204000204
0.0103000103000103,-1999.7939997939998,0.206000206000206
0.010400010400010401,-1999.7919997919998,0.208000208000208
0.0105000105000105,-1999.7899997899997,0.21000021000021
0.0106000106000106,-1999.7879997879998,0.212000212000212
0.0107000107000107,-1999.7859997859998,0.214000214000214
0.0108000108000108,-1999.783999784,0.216000216000216
0.0109000109000109,-1999.7819997819997,0.218000218000218
0.011000011000011,-1999.7799997799998,0.22000022000022
0.0111000111000111,-1999.7779997779999,0.222000222000222
0.0112000112000112,-1999.7759997759997,0.224000224000224
0.011300011300011301,-1999.7739997739998,0.226000226000226
0.0114000114000114,-1999.7719997719998,0.228000228000228
0.0115000115000115,-1999.7699997699997,0.23000023000023
0.0116000116000116,-1999.7679997679998,0.232000232000232
0.011700011700011701,-1999.7659997659998,0.234000234000234
0.0118000118000118,-1999.7639997639997,0.236000236000236
0.0119000119000119,-1999.7619997619997,0.238000238000238
0.012000012000012,-1999.7599997599998,0.24000024000024
0.0121000121000121,-1999.7579997579999,0.242000242000242
0.012200012200012201,-1999.7559997559997,0.244000244000244
0.0123000123000123,-1999.7539997539998,0.246000246000246
0.0124000124000124,-1999.7519997519998,0.248000248000248
0.0125000125000125,-1999.7499997499997,0.25000025000025
0.012600012600012601,-1999.7479997479998,0.252000252000252
0.0127000127000127,-1999.7459997459998,0.254000254000254
0.0128000128000128,-1999.7439997439997,0.256000256000256
0.0129000129000129,-1999.7419997419997,0.258000258000258
0.013000013000013,-1999.7399997399998,0.26000026000026
0.0131000131000131,-1999.7379997379996,0.262000262000262
0.0132000132000132,-1999.7359997359997,0.264000264000264
0.0133000133000133,-1999.7339997339998,0.266000266000266
0.0134000134000134,-1999.7319997319996,0.268000268000268
0.013500013500013501,-1999.7299997299997,0.27000027000027
0.0136000136000136,-1999.7279997279998,0.272000272000272
0.0137000137000137,-1999.7259997259998,0.274000274000274
0.0138000138000138,-1999.7239997239997,0.276000276000276
0.0139000139000139,-1999.7219997219997,0.278000278000278
0.014000014000014,-1999.7199997199998,0.28000028000028
0.0141000141000141,-1999.7179997179996,0.282000282000282
0.0142000142000142,-1999.7159997159997,0.284000284000284
0.0143000143000143,-1999.7139997139998,0.286000286000286
0.014400014400014401,-1999.7119997119996,0.288000288000288
0.0145000145000145,-1999.7099997099997,0.29000029000029
0.0146000146000146,-1999.7079997079998,0.292000292000292
0.0147000147000147,-1999.7059997059996,0.294000294000294
0.014800014800014801,-1999.7039997039997,0.296000296000296
0.0149000149000149,-1999.7019997019997,0.298000298000298
0.015000015000015,-1999.6999996999998,0.3000003000003
0.0151000151000151,-1999.6979996979996,0.302000302000302
0.0152000152000152,-1999.6959996959997,0.304000304000304
0.015300015300015301,-1999.6939996939998,0.306000306000306
0.0154000154000154,-1999.6919996919996,0.308000308000308
0.0155000155000155,-1999.6899996899997,0.31000031000031
0.0156000156000156,-1999.6879996879998,0.312000312000312
0.0157000157000157,-1999.6859996859996,0.314000314000314
0.0158000158000158,-1999.6839996839997,0.316000316000316
0.015900015900015902,-1999.6819996819997,0.31800031800031797
0.016000016000016,-1999.6799996799996,0.32000032000031997
0.0161000161000161,-1999.6779996779997,0.322000322000322
0.0162000162000162,-1999.6759996759997,0.324000324000324
0.0163000163000163,-1999.6739996739996,0.326000326000326
0.016400016400016402,-1999.6719996719996,0.328000328000328
0.0165000165000165,-1999.6699996699997,0.33000033000033
0.0166000166000166,-1999.6679996679998,0.332000332000332
0.0167000167000167,-1999.6659996659996,0.334000334000334
0.0168000168000168,-1999.6639996639997,0.336000336000336
0.0169000169000169,-1999.6619996619997,0.338000338000338
0.017000017000017,-1999.6599996599996,0.34000034000034
0.0171000171000171,-1999.6579996579997,0.342000342000342
0.0172000172000172,-1999.6559996559997,0.344000344000344
0.0173000173000173,-1999.6539996539996,0.346000346000346
0.0174000174000174,-1999.6519996519996,0.348000348000348
0.0175000175000175,-1999.6499996499997,0.35000035000035
0.0176000176000176,-1999.6479996479995,0.352000352000352
0.017700017700017702,-1999.6459996459996,0.354000354000354
0.0178000178000178,-1999.6439996439997,0.356000356000356
0.0179000179000179,-1999.6419996419997,0.358000358000358
0.018000018000018,-1999.6399996399996,0.36000036000036
0.0181000181000181,-1999.6379996379997,0.362000362000362
0.018200018200018202,-1999.6359996359997,0.364000364000364
0.0183000183000183,-1999.6339996339996,0.366000366000366
0.0184000184000184,-1999.6319996319996,0.368000368000368
0.0185000185000185,-1999.6299996299997,0.37000037000037
0.0186000186000186,-1999.6279996279995,0.372000372000372
0.0187000187000187,-1999.6259996259996,0.374000374000374
0.0188000188000188,-1999.6239996239997,0.376000376000376
0.0189000189000189,-1999.6219996219995,0.378000378000378
0.019000019000019002,-1999.6199996199996,0.38000038000038
0.0191000191000191,-1999.6179996179997,0.382000382000382
0.0192000192000192,-1999.6159996159997,0.384000384000384
0.0193000193000193,-1999.6139996139996,0.386000386000386
0.0194000194000194,-1999.6119996119996,0.388000388000388
0.019500019500019502,-1999.6099996099997,0.39000039000039
0.0196000196000196,-1999.6079996079995,0.392000392000392
0.0197000197000197,-1999.6059996059996,0.394000394000394
0.0198000198000198,-1999.6039996039997,0.396000396000396
0.0199000199000199,-1999.6019996019995,0.398000398000398
0.02000002000002,-1999.5999995999996,0.4000004000004
0.0201000201000201,-1999.5979995979997,0.402000402000402
0.0202000202000202,-1999.5959995959995,0.404000404000404
0.0203000203000203,-1999.5939995939996,0.406000406000406
0.0204000204000204,-1999.5919995919996,0.408000408000408
0.0205000205000205,-1999.5899995899995,0.41000041000041
0.0206000206000206,-1999.5879995879995,0.412000412000412
0.0207000207000207,-1999.5859995859996,0.414000414000414
